As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number,Main Loan or Credit
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002963,Sexually Transmitted Infections,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,Health,1120954,LABORATORY EQUIPMENT & GLASSWARE,1999-07-26T00:00:00.000,DRC MEDICAL OF NETHELANDS,Netherlands,NL,-2289301.3,DHSP/2679/G008/LOT3,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002963,Sexually Transmitted Infections,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1120954,LABORATORY EQUIPMENT & GLASSWARE,1999-07-26T00:00:00.000,DRC MEDICAL OF NETHELANDS,Netherlands,NL,2289301.3,DHSP/2679/G008/LOT3,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002963,Sexually Transmitted Infections,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,Social Protection,1120954,LABORATORY EQUIPMENT & GLASSWARE,1999-07-26T00:00:00.000,DRC MEDICAL OF NETHELANDS,Netherlands,NL,2289301.3,DHSP/2679/G008/LOT3,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002963,Sexually Transmitted Infections,"Pharmaceuticals, Medical Products",GOODS,International Competitive Bidding,IBRD/IDA,Health,1122640,MEDICAL INSTRUMENTS,1999-07-26T00:00:00.000,GEEST MARTIN JAMES MEDICAL,United Kingdom,GB,-1087489.18,DHSP/2679/G008/LOT2,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002963,Sexually Transmitted Infections,"Pharmaceuticals, Medical Products",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1122640,MEDICAL INSTRUMENTS,1999-07-26T00:00:00.000,GEEST MARTIN JAMES MEDICAL,United Kingdom,GB,1087489.18,DHSP/2679/G008/LOT2,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002963,Sexually Transmitted Infections,"Pharmaceuticals, Medical Products",GOODS,International Competitive Bidding,IBRD/IDA,Social Protection,1122640,MEDICAL INSTRUMENTS,1999-07-26T00:00:00.000,GEEST MARTIN JAMES MEDICAL,United Kingdom,GB,1087489.18,DHSP/2679/G008/LOT2,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,LAHMEYER INTERNATIONAL GMBH,Germany,DE,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,KIRAN & MUSONDA ASSOCIATES CONSULTING ENGINEERS,Zambia,ZM,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,LAHMEYER INTERNATIONAL GMBH,Germany,DE,-1495432.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,KIRAN & MUSONDA ASSOCIATES CONSULTING ENGINEERS,Zambia,ZM,-1495432.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Health,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,LAHMEYER INTERNATIONAL GMBH,Germany,DE,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Health,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,KIRAN & MUSONDA ASSOCIATES CONSULTING ENGINEERS,Zambia,ZM,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,LAHMEYER INTERNATIONAL GMBH,Germany,DE,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,KIRAN & MUSONDA ASSOCIATES CONSULTING ENGINEERS,Zambia,ZM,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,LAHMEYER INTERNATIONAL GMBH,Germany,DE,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P035076,ZM-Power Rehab SIL (FY98),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1214454,COPPERBELT DISTRIBUTION REHABILITATION PROJECT,1999-09-21T00:00:00.000,KIRAN & MUSONDA ASSOCIATES CONSULTING ENGINEERS,Zambia,ZM,498477.5,LAHMEYER INTERNATIONAL,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P035628,ENTERPRISE DEVELOPMENT,Equipment Information Technology,GOODS,Limited International Bidding,IBRD/IDA,Financial Sector,1116969,EXTENSION OF CONTRACT FOR COMPUTER HARDWARE AND APPLICATION,1999-06-03T00:00:00.000,ABB NETWORK PARTNER AB,Sweden,SE,79455.56,COMP001/98 EXTENSION OF CONTRACT,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P035628,ENTERPRISE DEVELOPMENT,Equipment Information Technology,GOODS,Limited International Bidding,IBRD/IDA,Industry & Trade/Ser,1116969,EXTENSION OF CONTRACT FOR COMPUTER HARDWARE AND APPLICATION,1999-06-03T00:00:00.000,ABB NETWORK PARTNER AB,Sweden,SE,-79455.56,COMP001/98 EXTENSION OF CONTRACT,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P035628,ENTERPRISE DEVELOPMENT,Equipment Information Technology,GOODS,Limited International Bidding,IBRD/IDA,Public Admin,1116969,EXTENSION OF CONTRACT FOR COMPUTER HARDWARE AND APPLICATION,1999-06-03T00:00:00.000,ABB NETWORK PARTNER AB,Sweden,SE,79455.56,COMP001/98 EXTENSION OF CONTRACT,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P035628,ENTERPRISE DEVELOPMENT,Equipment Information Technology,GOODS,Limited International Bidding,IBRD/IDA,Financial Sector,1118756,"SUPPLY, DELIVERY & COMMISSIONING OF COMPUTER HARDWARE, APPLI",1999-08-20T00:00:00.000,UNION FENOSA ACEX,Spain,ES,1135443.22,COMP001/98 EXTENSION OF CONTRACT,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P035628,ENTERPRISE DEVELOPMENT,Equipment Information Technology,GOODS,Limited International Bidding,IBRD/IDA,Industry & Trade/Ser,1118756,"SUPPLY, DELIVERY & COMMISSIONING OF COMPUTER HARDWARE, APPLI",1999-08-20T00:00:00.000,UNION FENOSA ACEX,Spain,ES,-1135443.22,COMP001/98 EXTENSION OF CONTRACT,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P035628,ENTERPRISE DEVELOPMENT,Equipment Information Technology,GOODS,Limited International Bidding,IBRD/IDA,Public Admin,1118756,"SUPPLY, DELIVERY & COMMISSIONING OF COMPUTER HARDWARE, APPLI",1999-08-20T00:00:00.000,UNION FENOSA ACEX,Spain,ES,1135443.22,COMP001/98 EXTENSION OF CONTRACT,
2019-08-07T00:00:00.000,2000,ECA,Belarus,BY,P044748,SOC INF RETROFIT,Miscellaneous,GOODS,Shopping,IBRD/IDA,Energy & Extractives,1200817,SUPPLY AND INSTALLATION OF HEAT SUBSTATIONS,1999-07-30T00:00:00.000,ZAO 'ZERNOPROM',Russian Federation,RU,0,99-201,
2019-08-07T00:00:00.000,2000,ECA,Belarus,BY,P044748,SOC INF RETROFIT,Miscellaneous,GOODS,Shopping,IBRD/IDA,Public Admin,1200817,SUPPLY AND INSTALLATION OF HEAT SUBSTATIONS,1999-07-30T00:00:00.000,ZAO 'ZERNOPROM',Russian Federation,RU,64132.6,99-201,
2019-08-07T00:00:00.000,2000,ECA,Belarus,BY,P044748,SOC INF RETROFIT,"Works, Maintenance and Rehabilitation",CIVIL WORKS,Shopping,IBRD/IDA,Energy & Extractives,1200878,REHABILITATION OF THERMAL SUBSTATIONS,1999-07-27T00:00:00.000,"CJSC ""MISOENGINEERING",Belarus,BY,0,99-303,
2019-08-07T00:00:00.000,2000,ECA,Belarus,BY,P044748,SOC INF RETROFIT,"Works, Maintenance and Rehabilitation",CIVIL WORKS,Shopping,IBRD/IDA,Public Admin,1200878,REHABILITATION OF THERMAL SUBSTATIONS,1999-07-27T00:00:00.000,"CJSC ""MISOENGINEERING",Belarus,BY,44906.48,99-303,
2019-08-07T00:00:00.000,2000,ECA,Bosnia and Herzegovina,BA,P045483,ELEC POWER RECNST 2,"Equipment, Mechanical",GOODS,Direct Selection,IBRD/IDA,Energy & Extractives,1117997,"THERMAL POWER PLANT ""TUZLA"" - SPARE PARTS",1999-11-02T00:00:00.000,WAFAPOMP,Poland,PL,41881.34,G06-2/98 WB,
2019-08-07T00:00:00.000,2000,ECA,Bosnia and Herzegovina,BA,P045483,ELEC POWER RECNST 2,"Equipment, Mechanical",GOODS,Direct Selection,IBRD/IDA,Energy & Extractives,1118020,"SPARE PARTS FOR THERMAL POWER PLANT ""TUZLA""",1999-11-02T00:00:00.000,FAMAK,Poland,PL,19442.31,G06-3/98 WB,
2019-08-07T00:00:00.000,2000,ECA,Bosnia and Herzegovina,BA,P045483,ELEC POWER RECNST 2,"Equipment, Mechanical",GOODS,Direct Selection,IBRD/IDA,Energy & Extractives,1118021,"SPARE PARTS FOR THERMAL POWER PLANT ""TUZLA""",1999-11-02T00:00:00.000,ABB ZAMECH,Poland,PL,142773.22,G06-5/98 WB,
2019-08-07T00:00:00.000,2000,ECA,Bosnia and Herzegovina,BA,P045483,ELEC POWER RECNST 2,"Equipment, Mechanical",GOODS,Direct Selection,IBRD/IDA,Energy & Extractives,1118427,SPARE PARTS FOR TPP TUZLA,1999-11-02T00:00:00.000,RAFAKO,Poland,PL,455538.88,G06-4/98 WB,
2019-08-07T00:00:00.000,2000,ECA,Kazakhstan,KZ,P008501,PETROLEUM TA,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1117652,ELABORATION OF A FEASIBILITY STUDY OF PRODUCTION AND EXPLOIT,1999-08-27T00:00:00.000,GUSTAVSON ASSOCIATES,United States,US,473910,NONE,
2019-08-07T00:00:00.000,2000,ECA,Kazakhstan,KZ,P008501,PETROLEUM TA,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Industry & Trade/Ser,1117652,ELABORATION OF A FEASIBILITY STUDY OF PRODUCTION AND EXPLOIT,1999-08-27T00:00:00.000,GUSTAVSON ASSOCIATES,United States,US,0,NONE,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,"ZAO ""YUZHTEKHMONTAZH""",Russian Federation,RU,57905.48,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,ROSSTROYKOM LTD,Russian Federation,RU,57905.48,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,JSC GIDROSTROY-ROSTOV-NA-DONU,Russian Federation,RU,57905.48,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Health,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,"ZAO ""YUZHTEKHMONTAZH""",Russian Federation,RU,-173716.44,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Health,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,ROSSTROYKOM LTD,Russian Federation,RU,-173716.44,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Health,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,JSC GIDROSTROY-ROSTOV-NA-DONU,Russian Federation,RU,-173716.44,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,"ZAO ""YUZHTEKHMONTAZH""",Russian Federation,RU,115810.96,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,ROSSTROYKOM LTD,Russian Federation,RU,115810.96,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,JSC GIDROSTROY-ROSTOV-NA-DONU,Russian Federation,RU,115810.96,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,"ZAO ""YUZHTEKHMONTAZH""",Russian Federation,RU,57905.48,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,ROSSTROYKOM LTD,Russian Federation,RU,57905.48,R/81-1B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1124097,REHABILITATION OF SCHOOL # 110 OF ROSTOV-ON-DON,1999-08-12T00:00:00.000,JSC GIDROSTROY-ROSTOV-NA-DONU,Russian Federation,RU,57905.48,R/81-1B/99,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P040808,AR N.FOREST/PROTC,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1119248,PROJECT ADMINISTRATION (REV. B-H),1999-09-24T00:00:00.000,UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),World,1W,4221384,UNDP ARG/99/011/A/01/99 (B-H),
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P040808,AR N.FOREST/PROTC,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1119248,PROJECT ADMINISTRATION (REV. B-H),1999-09-24T00:00:00.000,UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),World,1W,-8442768,UNDP ARG/99/011/A/01/99 (B-H),
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P040808,AR N.FOREST/PROTC,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1119248,PROJECT ADMINISTRATION (REV. B-H),1999-09-24T00:00:00.000,UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),World,1W,4221384,UNDP ARG/99/011/A/01/99 (B-H),
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P040808,AR N.FOREST/PROTC,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Transportation,1119248,PROJECT ADMINISTRATION (REV. B-H),1999-09-24T00:00:00.000,UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),World,1W,4221384,UNDP ARG/99/011/A/01/99 (B-H),
2019-08-07T00:00:00.000,2000,LCR,Colombia,CO,P006861,CO URBAN INFRASTRUCTURE,Miscellaneous,GOODS,International Competitive Bidding,IBRD/IDA,Education,1220898,SISTEMA DE ACUEDUCTO Y ALCANTARILLADO SANITARIO (BARRANQUILL,2001-08-28T00:00:00.000,SOCIEDAD AAA BARRANQUILLA,Colombia,CO,13245000,10899006001,
2019-08-07T00:00:00.000,2000,LCR,Colombia,CO,P006861,CO URBAN INFRASTRUCTURE,Miscellaneous,GOODS,International Competitive Bidding,IBRD/IDA,Health,1220898,SISTEMA DE ACUEDUCTO Y ALCANTARILLADO SANITARIO (BARRANQUILL,2001-08-28T00:00:00.000,SOCIEDAD AAA BARRANQUILLA,Colombia,CO,13245000,10899006001,
2019-08-07T00:00:00.000,2000,LCR,Colombia,CO,P006861,CO URBAN INFRASTRUCTURE,Miscellaneous,GOODS,International Competitive Bidding,IBRD/IDA,Info & Communication,1220898,SISTEMA DE ACUEDUCTO Y ALCANTARILLADO SANITARIO (BARRANQUILL,2001-08-28T00:00:00.000,SOCIEDAD AAA BARRANQUILLA,Colombia,CO,-39735000,10899006001,
2019-08-07T00:00:00.000,2000,LCR,Colombia,CO,P006861,CO URBAN INFRASTRUCTURE,Miscellaneous,GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1220898,SISTEMA DE ACUEDUCTO Y ALCANTARILLADO SANITARIO (BARRANQUILL,2001-08-28T00:00:00.000,SOCIEDAD AAA BARRANQUILLA,Colombia,CO,13245000,10899006001,
2019-08-07T00:00:00.000,2000,LCR,Colombia,CO,P006861,CO URBAN INFRASTRUCTURE,Miscellaneous,GOODS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1220898,SISTEMA DE ACUEDUCTO Y ALCANTARILLADO SANITARIO (BARRANQUILL,2001-08-28T00:00:00.000,SOCIEDAD AAA BARRANQUILLA,Colombia,CO,13245000,10899006001,
2019-08-07T00:00:00.000,2000,LCR,Ecuador,EC,P007136,ECUADOR MODERNIZATION OF THE STATE TA,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1116655,COORDINADORA SECRETARIA DE DESARROLO ENFRAESTRUCTURA,1999-07-23T00:00:00.000,GRIJALVA XIMENA,Ecuador,EC,57030.23,368,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P054667,EL NINO EMERGENCY LN,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Health,1122052,"STUDY, RECONST & REHAB. OLLANTAYTAMBO-QUILLABAMBA",1999-07-23T00:00:00.000,VISA CONSULTORES,Peru,PE,402384.19,002-99,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P054667,EL NINO EMERGENCY LN,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Industry & Trade/Ser,1122052,"STUDY, RECONST & REHAB. OLLANTAYTAMBO-QUILLABAMBA",1999-07-23T00:00:00.000,VISA CONSULTORES,Peru,PE,-1207152.57,002-99,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P054667,EL NINO EMERGENCY LN,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Social Protection,1122052,"STUDY, RECONST & REHAB. OLLANTAYTAMBO-QUILLABAMBA",1999-07-23T00:00:00.000,VISA CONSULTORES,Peru,PE,402384.19,002-99,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P054667,EL NINO EMERGENCY LN,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1122052,"STUDY, RECONST & REHAB. OLLANTAYTAMBO-QUILLABAMBA",1999-07-23T00:00:00.000,VISA CONSULTORES,Peru,PE,804768.38,002-99,
2019-08-07T00:00:00.000,2000,SAR,Pakistan,PK,P010500,Natl Drainage Prog,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1119001,PROCUREMENT OF CONSULTANTS - SECTOR POLICY STUDY - PACKAGE-1,1999-11-25T00:00:00.000,JV ASSOCIATE OF ACE - HALCROW GROUP LTD,Pakistan,PK,-1610369.9,SECTOR POLICY STUDY - PACKAGE-I,
2019-08-07T00:00:00.000,2000,SAR,Pakistan,PK,P010500,Natl Drainage Prog,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1119001,PROCUREMENT OF CONSULTANTS - SECTOR POLICY STUDY - PACKAGE-1,1999-11-25T00:00:00.000,JV ASSOCIATE OF ACE - HALCROW GROUP LTD,Pakistan,PK,3220739.8,SECTOR POLICY STUDY - PACKAGE-I,
2019-08-07T00:00:00.000,2000,AFR,Guinea,GN,P001075,Third Water Supply and Sanitation,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Public Admin,1121409,IMPROVEMENT OF WATER DISTRIBUTION IN CONAKRY,1999-07-20T00:00:00.000,SICETJ-CHINE,China,CN,1089793.32,1999/211/1/2/1/2/N/ LOT 4A,
2019-08-07T00:00:00.000,2000,AFR,Guinea,GN,P001075,Third Water Supply and Sanitation,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1121409,IMPROVEMENT OF WATER DISTRIBUTION IN CONAKRY,1999-07-20T00:00:00.000,SICETJ-CHINE,China,CN,0,1999/211/1/2/1/2/N/ LOT 4A,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P036041,FISCAL TECHNICAL ASSISTANCE PROJECT,Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1117423,COMPUTER HARDWARE AND SYSTEM SOFTWARE,1999-09-29T00:00:00.000,LEGEND HOLDING LTD.,China,CN,23995090,CICW-966002(P1),
2019-08-07T00:00:00.000,2000,ECA,Aral Sea,AC,P008326,ARAL SEA WATER & ENV MGMT (GEF),Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Agriculture,1121175,DESIGN AND IMPLEMENTATION OF A PUBLIC AWARENESS CAMPAIGN,1999-12-10T00:00:00.000,BDPA,France,FR,901377.78,COMPONENT B,
2019-08-07T00:00:00.000,2000,ECA,Aral Sea,AC,P008326,ARAL SEA WATER & ENV MGMT (GEF),Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Public Admin,1121175,DESIGN AND IMPLEMENTATION OF A PUBLIC AWARENESS CAMPAIGN,1999-12-10T00:00:00.000,BDPA,France,FR,-901377.78,COMPONENT B,
2019-08-07T00:00:00.000,2000,ECA,Aral Sea,AC,P008326,ARAL SEA WATER & ENV MGMT (GEF),Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Social Protection,1121175,DESIGN AND IMPLEMENTATION OF A PUBLIC AWARENESS CAMPAIGN,1999-12-10T00:00:00.000,BDPA,France,FR,450688.89,COMPONENT B,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006050,AR POLLUTION MGT.,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Industry & Trade/Ser,1118948,PILOT PROGRAM IMPLEMENTATION ENVIRON MGT SYSTEMS IN PYMES,1999-09-17T00:00:00.000,FUNDES ARGENTINA,Argentina,AR,-74000,027602/A3-26/99/003 FUNDES(CICAZ,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006050,AR POLLUTION MGT.,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1118948,PILOT PROGRAM IMPLEMENTATION ENVIRON MGT SYSTEMS IN PYMES,1999-09-17T00:00:00.000,FUNDES ARGENTINA,Argentina,AR,148000,027602/A3-26/99/003 FUNDES(CICAZ,
2019-08-07T00:00:00.000,2000,MNA,West Bank and Gaza,GZ,P034117,OT - TECH. ASST. OP.,Preinvestment Activity,CONSULTANT SERVICES,Single Source Selection,TA Non-Lending,Public Admin,1119931,PALTRADE,1999-06-24T00:00:00.000,PALTRADE,West Bank and Gaza,GZ,150000,PS1262,
2019-08-07T00:00:00.000,2000,MNA,West Bank and Gaza,GZ,P034117,OT - TECH. ASST. OP.,Preinvestment Activity,CONSULTANT SERVICES,Single Source Selection,TA Non-Lending,Public Admin,1208425,PALTRADE,1999-06-24T00:00:00.000,PALTRADE,West Bank and Gaza,GZ,150000,PS1262*,
2019-08-07T00:00:00.000,2000,AFR,Cabo Verde,CV,P055467,CV- PRIVATIZATION TA,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1117050,"CONTRACT FOR MARIO FOLCHI, CONSULTANT FOR AIR TRANSPORT STUD",1999-08-29T00:00:00.000,MARIO FOLCHI,Argentina,AR,0,CP_323_8,
